lon,lat,alt,distr
-60.0686459,-9.143959739,158,curr
-60.06810231,-8.527040225,94,curr
-60.06459541,-10.29473453,197,curr
-60.0624823,-12.02230676,459,curr
-60.05024938,-21.06591368,136,curr
-60.04288321,6.643725221,205,curr
-60.03870179,-21.42495141,141,curr
-60.02847792,-2.311120828,120,curr
-60.0231579,-23.55105464,133,curr
-60.01807563,-3.331480051,16,curr
-60.01230171,1.411338648,228,curr
-60.00890857,-17.40989765,365,curr
-60.00769353,-5.738309123,60,curr
-60.00369756,-23.79265542,130,curr
-60.00068188,-11.31161463,413,curr
-59.9952244,-5.339314517,53,curr
-59.98650116,-14.08340739,268,curr
-59.98512615,-13.46826635,532,curr
-59.98052618,-14.25937637,235,curr
-59.97158104,-22.08413219,139,curr
-59.97045851,3.353936456,96,curr
-59.97019749,3.641842244,86,curr
-59.9700846,-10.11523181,230,curr
-59.95894796,-7.518042166,191,curr
-59.95676765,-7.974465323,132,curr
-59.9541117,-15.85909223,208,curr
-59.94617115,-17.78992589,271,curr
-59.94192207,1.669755684,273,curr
-59.93912642,-8.472040345,123,curr
-59.93292749,-15.05223505,197,curr
-59.92103214,-1.436950154,63,curr
-59.92085579,-4.886816911,50,curr
-59.91610314,4.495552046,375,curr
-59.90770454,-10.41904084,211,curr
-59.89547322,-26.11992545,91,curr
-59.8875206,-2.771564019,76,curr
-59.88684148,-25.11328669,110,curr
-59.88107164,-1.212993336,94,curr
-59.87787982,-20.33710106,139,curr
-59.87152668,-18.80912001,335,curr
-59.86276494,-15.61938882,207,curr
-59.86086604,-1.07455486,130,curr
-59.85833741,-21.76683167,134,curr
-59.85129516,0.195662591,141,curr
-59.8422257,-24.07167099,126,curr
-59.83945847,-9.481169661,145,curr
-59.83894398,-11.98621004,452,curr
-59.83572707,-9.280229507,168,curr
-59.83194142,-5.942225387,60,curr
-59.83089866,-14.12032698,244,curr
-59.82737163,-9.189637841,155,curr
-59.82579794,-24.43815528,119,curr
-59.82204182,4.636141786,689,curr
-59.81546962,-24.17941696,123,curr
-59.81500726,-1.564672114,43,curr
-59.81078749,-24.76145081,114,curr
-59.8096218,6.19072481,116,curr
-59.80929733,-17.01402825,215,curr
-59.80374446,-25.91130877,101,curr
-59.79974628,2.719948707,296,curr
-59.7977418,7.63477167,40,curr
-59.79553225,3.599735933,83,curr
-59.79448843,-9.666038643,170,curr
-59.79357612,-7.137630213,155,curr
-59.78178284,-0.982463427,144,curr
-59.78025499,-9.595982949,178,curr
-59.77215559,7.4721375,49,curr
-59.77028222,7.171606925,129,curr
-59.76642273,-17.41941271,493,curr
-59.76522219,-18.99085883,274,curr
-59.75647849,3.88132567,109,curr
-59.75192663,-19.00841561,264,curr
-59.74193364,-19.49130486,150,curr
-59.73581052,-5.403299759,54,curr
-59.73002799,6.698618102,166,curr
-59.72859755,2.798430723,135,curr
-59.72857367,-15.3401032,213,curr
-59.71780192,-24.66571447,114,curr
-59.71278019,-16.69824083,233,curr
-59.70500358,-20.15623054,132,curr
-59.69799237,-12.75236078,332,curr
-59.69535405,7.320598062,40,curr
-59.69477993,2.803447995,133,curr
-59.69165744,-22.74072908,122,curr
-59.68467823,-22.39669984,124,curr
-59.67691897,-19.44273041,148,curr
-59.67006798,0.098852768,120,curr
-59.66518142,1.343507484,132,curr
-59.66429339,2.77035846,137,curr
-59.66179718,-2.838892616,102,curr
-59.65971843,-17.38068957,388,curr
-59.65610366,-18.68312179,246,curr
-59.65372136,-13.74818783,643,curr
-59.65368503,-20.42722796,122,curr
-59.65137839,-5.986748469,93,curr
-59.64886005,-23.92585887,116,curr
-59.639042,2.758752805,141,curr
-59.63820107,-22.71787079,123,curr
-59.63818142,-7.741942943,152,curr
-59.6333361,-21.18188582,127,curr
-59.63170759,-23.5104007,123,curr
-59.62842193,-5.761983397,56,curr
-59.62827457,-22.60811739,124,curr
-59.62547992,4.396637422,425,curr
-59.62360202,7.56532809,37,curr
-59.61632795,1.291601876,159,curr
-59.61300875,3.726170808,84,curr
-59.60950347,-19.57702708,131,curr
-59.60718026,0.175984218,165,curr
-59.60207051,-21.53132628,128,curr
-59.59209746,1.91203546,289,curr
-59.58656715,5.430213457,553,curr
-59.57946161,-0.241586071,160,curr
-59.56354996,-4.698772737,45,curr
-59.55732376,-19.94821628,126,curr
-59.55654834,1.012192487,228,curr
-59.55323509,-10.83802409,433,curr
-59.54317886,-20.85854637,119,curr
-59.54001884,-17.56429106,278,curr
-59.53663995,-1.140113579,138,curr
-59.5329734,7.9834205,18,curr
-59.53238398,-13.23433951,465,curr
-59.51961052,-12.91722075,418,curr
-59.51459309,-11.4909544,347,curr
-59.50526598,-11.52051383,357,curr
-59.50487997,6.185869418,152,curr
-59.49856337,-15.95608591,359,curr
-59.4935559,-12.7663241,419,curr
-59.49204631,-16.1086306,445,curr
-59.49136205,-7.99165491,182,curr
-59.48942826,-2.39448918,100,curr
-59.48808002,-7.888768746,168,curr
-59.48279542,-2.447815121,127,curr
-59.48258627,3.582824025,100,curr
-59.48243761,-0.966880086,67,curr
-59.48178803,-15.9271087,480,curr
-59.47570622,-15.4756269,227,curr
-59.46767813,-15.01169272,233,curr
-59.46551334,-17.69724193,318,curr
-59.46445884,3.559656004,108,curr
-59.45824047,-13.69652984,456,curr
-59.45640437,-7.919137725,236,curr
-59.45300483,-15.38738143,252,curr
-59.44306885,-24.25444668,116,curr
-59.44043145,8.069877609,16,curr
-59.42945981,2.747200221,127,curr
-59.42855489,7.299692401,79,curr
-59.42049011,-9.716751525,137,curr
-59.4112606,-21.86899347,120,curr
-59.40412103,-2.101889268,87,curr
-59.39397013,-1.105685456,82,curr
-59.39164521,4.553655737,91,curr
-59.38816269,-20.11335367,114,curr
-59.38481005,5.027517998,608,curr
-59.38076742,5.45201551,111,curr
-59.37988682,-8.346255874,186,curr
-59.37315981,-6.116307697,54,curr
-59.36928487,-15.04195802,279,curr
-59.36785985,-16.56959456,143,curr
-59.36021932,5.409335646,99,curr
-59.35651959,3.748794089,82,curr
-59.33581578,6.960918507,120,curr
-59.32541136,-2.881500984,59,curr
-59.31830113,-4.52792719,48,curr
-59.31616523,5.64925726,132,curr
-59.31318802,1.6519253,258,curr
-59.30245694,-3.625499687,38,curr
-59.30104675,-7.735872499,239,curr
-59.29971288,-16.25159341,160,curr
-59.29735485,2.3200949,220,curr
-59.29073134,-23.04053471,114,curr
-59.28974253,1.190093089,202,curr
-59.27956734,3.836160784,85,curr
-59.26584534,-19.98840773,110,curr
-59.26184176,-20.68512011,111,curr
-59.25634916,-8.951346515,141,curr
-59.25221936,-24.51575695,107,curr
-59.24624289,-20.74616348,110,curr
-59.24618849,-6.998272969,137,curr
-59.23295087,-18.99747168,246,curr
-59.23101452,4.353473888,287,curr
-59.22934371,-19.89592013,109,curr
-59.22577637,-8.066511883,174,curr
-59.21496434,-16.15343091,318,curr
-59.21266982,2.474614428,205,curr
-59.21173764,5.70160734,139,curr
-59.21104569,5.183348181,792,curr
-59.2107762,-1.920240771,129,curr
-59.20362276,-12.04999003,387,curr
-59.19563396,7.624238823,13,curr
-59.19481603,-11.29296139,412,curr
-59.19430459,-19.82797817,106,curr
-59.19270831,0.294905192,197,curr
-59.19252102,5.452396901,80,curr
-59.189652,-14.02864311,684,curr
-59.18785056,-4.620570988,22,curr
-59.1857766,2.58965332,219,curr
-59.18541959,-24.15402165,107,curr
-59.18048667,-21.24012826,111,curr
-59.17830857,-14.72078335,723,curr
-59.1734835,-8.572969402,276,curr
-59.14979605,-24.42200473,104,curr
-59.1442377,-12.45207086,330,curr
-59.1402242,-13.57420933,581,curr
-59.13680993,1.312881664,556,curr
-59.13088182,-16.36552299,140,curr
-59.12600128,-18.11502691,296,curr
-59.12386819,-2.549629298,112,curr
-59.11889667,5.514775695,99,curr
-59.1174603,-22.56660675,110,curr
-59.11603775,-10.69740472,312,curr
-59.10266884,-14.16165325,596,curr
-59.08569508,-24.3516897,106,curr
-59.08555884,-11.14677225,368,curr
-59.0831903,-12.23687786,340,curr
-59.08157991,-13.34738636,454,curr
-59.08044178,-18.01631008,440,curr
-59.07961751,-24.23170169,107,curr
-59.07051517,-21.02502158,105,curr
-59.06888071,4.314155121,590,curr
-59.06077082,-2.156446652,84,curr
-59.05373358,1.860301873,252,curr
-59.05198161,-13.23437905,441,curr
-59.04225802,4.61918621,100,curr
-59.04198285,-13.42251891,520,curr
-59.03891434,-11.40355811,353,curr
-59.03711506,-17.36073943,150,curr
-59.02066977,-10.37709512,241,curr
-59.01824594,2.385279899,213,curr
-59.01570105,-7.22823523,88,curr
-59.01118761,4.956747732,113,curr
-59.00697639,-14.75171181,672,curr
-59.00574796,-1.468413315,72,curr
-59.00202653,-14.30352219,646,curr
-58.98322909,-11.69480591,328,curr
-58.97170065,-7.381392644,122,curr
-58.96474583,-22.96773104,108,curr
-58.96441507,5.952994857,70,curr
-58.96355738,-4.443650891,59,curr
-58.96169863,4.154219051,98,curr
-58.95579771,-14.75342961,557,curr
-58.94814526,-13.80705662,539,curr
-58.94186809,-23.99763258,101,curr
-58.93750295,-8.228880535,150,curr
-58.93228467,-1.176403062,70,curr
-58.92310812,-11.76891047,447,curr
-58.92250138,-20.74682397,103,curr
-58.91970282,2.220560964,269,curr
-58.91558171,-7.484980089,148,curr
-58.91233866,-10.98102085,369,curr
-58.90650761,-16.58000758,111,curr
-58.89967346,-10.99328908,355,curr
-58.89866269,5.902005901,93,curr
-58.89245693,-14.07667831,670,curr
-58.8890509,-0.268269887,311,curr
-58.88064697,-6.905295129,172,curr
-58.87405241,-14.92510351,580,curr
-58.87202966,6.79707145,120,curr
-58.86534809,-16.12672223,156,curr
-58.86470605,3.221396416,199,curr
-58.86398359,-19.07707298,147,curr
-58.86106126,-1.058561517,115,curr
-58.85505459,-4.826042287,38,curr
-58.84705664,4.281457044,87,curr
-58.84540737,3.325740574,130,curr
-58.84523877,-21.76828321,103,curr
-58.84309113,-18.53793326,185,curr
-58.83718807,-15.32449416,414,curr
-58.83442826,-9.396854795,272,curr
-58.79955455,-19.39973823,190,curr
-58.79724325,5.120192551,81,curr
-58.7961688,-5.322495857,80,curr
-58.79511062,-2.941643316,87,curr
-58.7858174,3.050180093,190,curr
-58.78482353,-15.18046553,551,curr
-58.77502594,-0.790237845,113,curr
-58.76061156,-4.324156655,54,curr
-58.75752797,3.223760299,125,curr
-58.75432451,7.276354524,20,curr
-58.74836098,-23.41411045,103,curr
-58.74707603,7.56986672,2,curr
-58.74015089,-22.82758996,102,curr
-58.73213404,-23.38472438,100,curr
-58.7299656,-4.969841363,86,curr
-58.72896985,-11.7207036,321,curr
-58.72712566,-22.42545875,102,curr
-58.72269583,-4.534844854,68,curr
-58.717938,-2.451830071,92,curr
-58.71656027,-19.35673129,150,curr
-58.71575673,-8.955018689,285,curr
-58.71079134,-6.416799222,151,curr
-58.70415554,-13.33029022,538,curr
-58.70106239,-7.707227086,141,curr
-58.69215135,-21.06438165,100,curr
-58.69050843,-16.27683734,159,curr
-58.6822353,-2.085405521,97,curr
-58.67568891,5.974965644,112,curr
-58.66254193,0.971867936,350,curr
-58.65514359,-15.43588595,263,curr
-58.64343966,-21.11460278,96,curr
-58.63683523,-3.445279689,8,curr
-58.62863168,2.844289528,167,curr
-58.62010277,1.11657588,254,curr
-58.61333688,-4.329369139,52,curr
-58.61161984,-12.67624574,294,curr
-58.60881646,-10.33158245,260,curr
-58.60588441,2.217657473,268,curr
-58.60356265,-22.37920755,102,curr
-58.60311062,-10.32467581,278,curr
-58.60183054,-23.04786897,98,curr
-58.59848147,-11.21803201,388,curr
-58.57875262,-12.40948643,316,curr
-58.57423103,-11.29533845,325,curr
-58.55837771,-21.07605957,97,curr
-58.54739739,-11.43282176,285,curr
-58.54525956,-22.18487868,99,curr
-58.52681577,-11.45330033,268,curr
-58.52236686,-19.17667267,113,curr
-58.51871605,-3.33491784,6,curr
-58.51773002,-9.337725576,224,curr
-58.51125028,7.069354978,4,curr
-58.50932215,-20.50754757,94,curr
-58.50371639,-1.978784653,109,curr
-58.49828087,-1.619612602,87,curr
-58.49116011,-1.248391798,120,curr
-58.49043884,-18.96999136,115,curr
-58.48726838,-11.84108053,337,curr
-58.42908132,-3.577306952,39,curr
-58.4219313,-8.486775138,149,curr
-58.41972099,-17.79516512,138,curr
-58.40401381,-8.917878509,274,curr
-58.39926298,-3.290057439,5,curr
-58.39124458,1.211451825,381,curr
-58.39090974,-24.66375353,86,curr
-58.38617919,-1.34054296,241,curr
-58.38351859,-18.18701803,245,curr
-58.38027366,-13.06336561,482,curr
-58.37886322,-6.853729091,178,curr
-58.37304344,-13.41173474,477,curr
-58.37180021,-26.98313739,58,curr
-58.36798924,2.20816523,256,curr
-58.36084877,-22.8149692,88,curr
-58.35911934,-6.925057949,159,curr
-58.34807451,-1.587083515,138,curr
-58.34531188,-22.26561911,94,curr
-58.34378716,-19.72685636,83,curr
-58.34030909,-12.35176243,296,curr
-58.33972786,-21.06440298,95,curr
-58.33228936,-4.002816691,49,curr
-58.31457099,-4.736281513,38,curr
-58.31337761,-17.76969606,160,curr
-58.31053232,0.465374566,178,curr
-58.28834334,-0.064104275,252,curr
-58.28729213,3.078904896,225,curr
-58.28660978,-6.655166549,117,curr
-58.27994116,-15.36852675,245,curr
-58.27912685,-4.909834203,91,curr
-58.27305568,-19.84503989,81,curr
-58.27269688,-2.209133427,89,curr
-58.26980411,-5.510993402,158,curr
-58.26334877,-11.6678304,285,curr
-58.26148603,-23.96690056,87,curr
-58.25881324,4.073585319,110,curr
-58.25673161,-22.11443106,92,curr
-58.25620144,-5.333358204,141,curr
-58.25234582,-16.9461668,104,curr
-58.24258895,-23.75128795,93,curr
-58.23942182,3.429243506,115,curr
-58.23068503,0.10172738,194,curr
-58.22887811,-8.585136865,321,curr
-58.22736673,-12.12513259,272,curr
-58.22519869,-10.47688489,249,curr
-58.22016107,-21.24676394,91,curr
-58.21147566,3.430937404,105,curr
-58.20029148,-3.304652236,21,curr
-58.19488571,-17.46690366,100,curr
-58.18529797,-22.78604849,89,curr
-58.18316441,-14.69784407,512,curr
-58.18037329,-7.59153542,116,curr
-58.17646864,-9.745048356,213,curr
-58.1759057,1.975207834,249,curr
-58.16224291,-26.71002727,59,curr
-58.15547797,-5.068416592,73,curr
-58.15370456,-0.833917174,202,curr
-58.14752386,-0.563293388,120,curr
-58.13974757,-22.38146776,89,curr
-58.13584513,-16.06369891,149,curr
-58.12902935,1.250977653,596,curr
-58.12431976,-0.629010369,127,curr
-58.11791027,6.390683789,19,curr
-58.11780722,-4.814928536,100,curr
-58.11067965,-11.87699131,280,curr
-58.09446393,5.305081254,62,curr
-58.09355814,-11.1056641,270,curr
-58.09288182,-10.3786165,256,curr
-58.08985528,-10.78938271,241,curr
-58.07632117,2.011765523,257,curr
-58.06845335,-11.17144082,323,curr
-58.0670661,-18.61404173,172,curr
-58.06428279,6.203289416,30,curr
-58.06312306,-5.659186519,167,curr
-58.06277968,-11.62411611,254,curr
-58.06094951,-24.57219131,79,curr
-58.05268363,-15.27315756,185,curr
-58.05098014,-15.81441282,219,curr
-58.04875397,-7.454536874,135,curr
-58.04857756,-0.695837212,102,curr
-58.03761525,-4.533994854,76,curr
-58.03511546,-9.510948824,244,curr
-58.03082913,-19.26102048,89,curr
-58.0284089,-19.69809205,80,curr
-58.02499968,-16.09129489,124,curr
-58.01680596,-17.12191704,99,curr
-58.01109767,3.213807527,246,curr
-58.00078794,0.814554434,510,curr
-57.99995391,3.969938163,109,curr
-57.99309788,-8.879500639,152,curr
-57.99068721,-5.821397307,103,curr
-57.98144945,4.425834584,80,curr
-57.97007548,-4.548521451,96,curr
-57.96899462,-7.075941639,167,curr
-57.96684511,-23.34124958,81,curr
-57.96340267,-19.34965244,84,curr
-57.9606041,-3.383071778,13,curr
-57.96006943,-17.68455854,181,curr
-57.95903558,-0.685639423,88,curr
-57.95307783,-26.20380107,61,curr
-57.94993567,4.523020179,99,curr
-57.94741387,-24.33355422,81,curr
-57.94047152,-15.24887667,188,curr
-57.9378685,-21.60489185,78,curr
-57.9262015,-7.443978593,132,curr
-57.92578565,3.704218153,119,curr
-57.92532362,-15.10999771,178,curr
-57.92391688,-0.101194368,191,curr
-57.91772166,-14.43958708,610,curr
-57.89627407,2.927467752,308,curr
-57.88727682,-20.30826987,81,curr
-57.88577422,-20.22362031,81,curr
-57.88006953,-9.199310354,250,curr
-57.8783816,-26.1563299,62,curr
-57.87648728,4.090935397,129,curr
-57.87102783,6.159862458,8,curr
-57.86797163,-13.73537752,582,curr
-57.86627736,-22.86767476,80,curr
-57.85559096,-16.49774702,113,curr
-57.85527322,1.935773265,254,curr
-57.85507206,5.760283139,36,curr
-57.85350221,1.31120699,474,curr
-57.84849127,-8.722231922,281,curr
-57.84845237,3.970696617,111,curr
-57.83380732,2.595791584,243,curr
-57.83361899,-8.891176291,212,curr
-57.83057933,-20.59693163,80,curr
-57.83013032,-11.60476182,293,curr
-57.82703529,-13.58350976,508,curr
-57.822806,-10.33348086,367,curr
-57.81992903,-17.96494521,196,curr
-57.81929894,-8.261487193,158,curr
-57.81154209,-4.889900465,125,curr
-57.80541489,-19.87571094,84,curr
-57.80428516,1.641631118,269,curr
-57.80182641,-18.65828416,145,curr
-57.79906167,-25.00842868,70,curr
-57.79746725,-1.586523012,157,curr
-57.79638613,-11.51778668,280,curr
-57.79026091,-18.57586294,194,curr
-57.78827068,1.254716833,499,curr
-57.75681265,-17.61511789,120,curr
-57.74902546,-15.48516748,154,curr
-57.72959809,-13.41782384,436,curr
-57.72525212,1.425934999,259,curr
-57.72503846,2.938341766,252,curr
-57.71463816,-26.93071365,65,curr
-57.71449722,-10.9520199,252,curr
-57.71440596,-14.96987207,197,curr
-57.70346087,-12.85838298,326,curr
-57.69771137,-16.19213151,127,curr
-57.6976211,-1.263635031,96,curr
-57.6902708,0.760260454,285,curr
-57.68755852,3.096155651,286,curr
-57.67837615,-19.54005758,82,curr
-57.6679427,-13.63435109,472,curr
-57.66110787,-16.6524675,207,curr
-57.66092766,0.346868731,236,curr
-57.65755171,5.218593842,61,curr
-57.65587079,-3.670260822,51,curr
-57.65404664,-1.114035063,223,curr
-57.6471676,-20.79570918,86,curr
-57.64641324,-14.35302281,526,curr
-57.64418898,4.708840762,89,curr
-57.63825389,1.471343695,272,curr
-57.63702519,3.892757881,164,curr
-57.62868743,5.104219286,72,curr
-57.62163568,-26.54347184,62,curr
-57.61389278,-23.79127185,74,curr
-57.61385389,-7.260031293,294,curr
-57.61286151,-25.68137298,63,curr
-57.60860892,-25.27526941,58,curr
-57.60452939,-1.089374938,266,curr
-57.60394852,-13.4001381,430,curr
-57.60077946,1.58480135,223,curr
-57.60029366,-9.233878401,282,curr
-57.59791912,-12.48845173,275,curr
-57.58239268,3.285165354,203,curr
-57.58112546,-6.452082756,145,curr
-57.57435825,5.205265833,72,curr
-57.5697703,1.053448702,407,curr
-57.56905797,6.081742424,5,curr
-57.56145938,-18.14482462,91,curr
-57.55695736,-7.911851989,138,curr
-57.55668961,-16.30003884,375,curr
-57.55309684,-27.03120845,68,curr
-57.55009094,-24.15373606,73,curr
-57.54857187,-10.32362904,413,curr
-57.54617013,-24.21595982,72,curr
-57.54564925,-25.5680716,96,curr
-57.54517112,-24.99241381,66,curr
-57.52876893,-6.478448779,129,curr
-57.5273251,-23.23426306,69,curr
-57.52696575,-18.71430138,90,curr
-57.51407947,-23.6266336,70,curr
-57.48838108,5.735155619,22,curr
-57.4866553,-17.85602482,95,curr
-57.4773616,-16.90128797,103,curr
-57.47204959,-24.38889234,71,curr
-57.46926756,-3.652425342,30,curr
-57.46168321,5.39109259,45,curr
-57.45956787,-2.246043659,107,curr
-57.45459874,-8.585176854,173,curr
-57.45231211,-15.3728115,162,curr
-57.44804896,-3.892167015,64,curr
-57.44796312,3.791703998,245,curr
-57.44406106,-20.62922497,109,curr
-57.43928219,5.614918655,21,curr
-57.42581125,-20.36295874,83,curr
-57.41867372,-7.03534339,193,curr
-57.41857875,-3.826365586,69,curr
-57.41468217,-5.915815254,149,curr
-57.40184634,-8.7956452,286,curr
-57.40122001,-4.605776795,76,curr
-57.39865917,-15.63955187,185,curr
-57.38662289,-5.946413699,142,curr
-57.3794552,-0.003600068,166,curr
-57.3648122,-8.452448509,173,curr
-57.36247281,-2.516024243,12,curr
-57.35997045,-22.41745009,165,curr
-57.34146077,0.408443644,273,curr
-57.34100612,-14.44240585,323,curr
-57.33547475,-24.96103743,62,curr
-57.33542282,-2.489960781,8,curr
-57.32186957,1.573828104,269,curr
-57.30880538,6.05962038,3,curr
-57.30823282,-20.67636894,162,curr
-57.3070897,-9.339784275,353,curr
-57.3053614,-26.30025037,118,curr
-57.29140095,-6.92986659,156,curr
-57.28534746,-25.80700204,93,curr
-57.28310469,4.758794886,101,curr
-57.27953889,0.95616333,267,curr
-57.27258277,-26.89707873,74,curr
-57.26468489,-24.39940856,70,curr
-57.26435138,-23.38070278,164,curr
-57.26427115,-22.2579687,119,curr
-57.26356233,-21.97597676,170,curr
-57.26354977,-1.141060853,104,curr
-57.26135773,2.701530162,232,curr
-57.26101401,-3.390033635,57,curr
-57.25999888,-23.43154131,124,curr
-57.25905478,2.705734151,232,curr
-57.25411947,-2.599093555,4,curr
-57.24755543,2.859576781,216,curr
-57.23991325,-16.787733,106,curr
-57.23752957,1.848178337,307,curr
-57.22920905,3.861899792,228,curr
-57.22733827,-10.42794263,316,curr
-57.22557714,5.796319925,3,curr
-57.22024131,-23.85222366,78,curr
-57.19417786,-3.580110669,51,curr
-57.18636624,-9.36105622,244,curr
-57.1841204,-0.378736632,170,curr
-57.18389903,5.18944338,28,curr
-57.18049274,-13.63363968,441,curr
-57.17977655,-24.15883108,66,curr
-57.17967413,-7.981705605,151,curr
-57.16251897,-6.145541033,156,curr
-57.15741008,-7.699054087,296,curr
-57.14208086,1.675412079,257,curr
-57.13760049,5.426688056,16,curr
-57.1363111,-2.897177303,31,curr
-57.11964299,-9.247367329,194,curr
-57.10913118,-1.009289065,119,curr
-57.09759936,3.289037283,195,curr
-57.09458008,1.210460084,264,curr
-57.09242109,-23.60760263,126,curr
-57.07774728,-25.72797128,131,curr
-57.07659115,-24.84439527,65,curr
-57.07346572,-8.362544804,390,curr
-57.0715259,4.885121416,92,curr
-57.06632734,-27.42119631,75,curr
-57.06446486,-10.20667895,314,curr
-57.06297988,-9.551783751,216,curr
-57.0555872,-5.351841796,106,curr
-57.05353701,-5.589177519,113,curr
-57.05049712,-26.54924325,123,curr
-57.04398258,-9.711076869,261,curr
-57.03996896,-21.00179809,213,curr
-57.03890642,-9.728124224,268,curr
-57.03654606,-19.32628,91,curr
-57.0344385,-20.65193773,304,curr
-57.03402804,-12.22709237,258,curr
-57.03089828,-22.31283432,157,curr
-57.01749154,-17.01721865,107,curr
-57.00933713,-13.39272698,339,curr
-57.00707611,-22.33820219,174,curr
-57.00572634,-21.83285835,411,curr
-57.00462054,-2.562606539,6,curr
-57.00461392,-27.21737578,76,curr
-57.00415984,-23.28139257,175,curr
-57.00146883,-0.677477806,91,curr
-57.00089766,2.950365697,207,curr
-56.99978497,-3.122342587,55,curr
-56.99428435,-24.70517289,67,curr
-56.98594877,0.98797541,259,curr
-56.98032365,4.410743877,272,curr
-56.97974824,-14.51768495,468,curr
-56.96410057,-19.28828706,91,curr
-56.96146789,3.125404553,223,curr
-56.94865083,-25.4082155,185,curr
-56.9461798,-22.30560077,180,curr
-56.94509205,-11.72077545,288,curr
-56.94363793,-1.678317919,100,curr
-56.94360906,-3.623168124,74,curr
-56.93061939,-22.34535099,193,curr
-56.90483866,-26.68553071,91,curr
-56.89808034,-22.01398244,272,curr
-56.88033396,-16.2777715,127,curr
-56.87452613,-13.55456801,377,curr
-56.86814123,-25.36308918,143,curr
-56.86067803,5.935639286,2,curr
-56.85966714,-8.270755464,412,curr
-56.85559518,5.498512838,5,curr
-56.85502298,-19.57955948,94,curr
-56.85411038,2.947137031,269,curr
-56.85035843,-4.532683714,115,curr
-56.8442333,-26.02522202,245,curr
-56.84280034,-6.634730834,189,curr
-56.83959476,-12.48186954,353,curr
-56.83823459,0.019334636,211,curr
-56.83684834,2.31547846,225,curr
-56.8327465,-16.99664911,114,curr
-56.83176964,4.933832138,48,curr
-56.82479559,-26.23929665,114,curr
-56.81962475,-4.625532459,112,curr
-56.81162999,1.700582345,244,curr
-56.80907866,-5.025125217,39,curr
-56.80060067,-4.319724815,81,curr
-56.79605574,-10.65703179,303,curr
-56.78764292,-21.31663464,586,curr
-56.78587709,-2.238737778,34,curr
-56.77924417,-24.57602347,124,curr
-56.77253616,-2.589653888,3,curr
-56.76603575,-20.75642496,428,curr
-56.76211764,-1.882575494,55,curr
-56.75673551,-25.39183144,91,curr
-56.75533573,1.543297371,284,curr
-56.75180306,-25.63974668,120,curr
-56.75172844,-1.034160105,142,curr
-56.74743404,4.371879834,362,curr
-56.74719758,-1.011594275,119,curr
-56.74023976,-5.789226571,157,curr
-56.73464107,-17.59026624,110,curr
-56.72802579,-2.542822469,9,curr
-56.72583875,-2.65425904,11,curr
-56.72192761,-26.41822902,85,curr
-56.71880941,-10.49350683,284,curr
-56.71427183,0.574324613,223,curr
-56.71331317,-0.731555922,165,curr
-56.71229656,4.801427503,165,curr
-56.71116149,-13.47585562,367,curr
-56.70714181,-9.950390702,252,curr
-56.70474537,-24.59300228,116,curr
-56.70324994,-8.430488404,407,curr
-56.69638376,-26.2692562,82,curr
-56.69505568,-1.967427392,7,curr
-56.69416846,-2.135468419,29,curr
-56.69342026,-7.771201019,251,curr
-56.6924039,-26.50015,83,curr
-56.69003556,3.693771408,447,curr
-56.6819411,-23.15546509,222,curr
-56.6744862,-14.90406897,263,curr
-56.67209324,-21.98146326,239,curr
-56.66624753,3.103110284,291,curr
-56.66571002,-8.169162662,465,curr
-56.66314081,-8.415984354,426,curr
-56.65003025,-20.40708219,138,curr
-56.63943093,1.790561939,293,curr
-56.63432819,-12.63842533,358,curr
-56.62940382,-6.60990012,251,curr
-56.62675939,-0.114629505,216,curr
-56.62394174,3.619832289,545,curr
-56.62275224,-24.78746431,130,curr
-56.60293693,2.361329879,231,curr
-56.59780088,-18.68906825,110,curr
-56.59370381,-15.93320848,172,curr
-56.580313,-6.395123327,299,curr
-56.57957096,-23.54825773,234,curr
-56.57149633,-17.26215714,109,curr
-56.57085039,-20.50929615,163,curr
-56.56882533,-16.67642939,121,curr
-56.56003976,-0.908102959,155,curr
-56.5578017,-13.30045033,313,curr
-56.55712867,-21.29537906,332,curr
-56.5492735,3.115731268,253,curr
-56.54519942,1.292792614,325,curr
-56.54328068,-1.885997613,56,curr
-56.54201122,-0.760077284,107,curr
-56.54184993,-8.960898918,217,curr
-56.53966894,-12.25643525,384,curr
-56.53803841,-0.463856437,120,curr
-56.5364337,-6.825900891,269,curr
-56.52959553,-20.59103904,192,curr
-56.52850458,-3.099548554,56,curr
-56.52527117,-9.505410159,277,curr
-56.52519958,-12.52761358,302,curr
-56.52427216,-22.0595153,214,curr
-56.52309319,-7.325775492,219,curr
-56.52067055,-6.862769168,292,curr
-56.52017849,-16.70761686,119,curr
-56.51689001,-19.66982033,101,curr
-56.5156442,-20.05493439,106,curr
-56.51219732,-24.1620364,111,curr
-56.49827785,-1.308985629,27,curr
-56.49105553,0.022614078,216,curr
-56.49039152,-25.76804877,199,curr
-56.48603203,0.27367106,194,curr
-56.48287682,-25.64686402,124,curr
-56.48253527,-16.3222506,126,curr
-56.48057826,3.018980093,249,curr
-56.48022838,-10.73139028,325,curr
-56.47930466,-19.42360234,103,curr
-56.47416742,-8.894391962,244,curr
-56.46860864,-15.76949799,226,curr
-56.45732564,-16.55963837,126,curr
-56.44843863,-24.69789172,181,curr
