lon,lat,alt,distr
-83.28449871,8.380964683,61,curr
-83.13874829,9.946191774,123,curr
-83.09053111,9.439079231,1117,curr
-83.06135947,9.71806839,56,curr
-82.9934926,8.681826311,193,curr
-82.08636185,8.699491454,809,curr
-81.95543763,8.503651808,822,curr
-81.82898736,8.88432095,60,curr
-81.70123863,8.644526519,914,curr
-81.63659186,8.573579079,1787,curr
-81.34035633,8.622245817,1079,curr
-81.24735163,8.38162602,404,curr
-80.97187716,8.555312507,821,curr
-80.61350956,8.783343947,58,curr
-80.58567387,8.499797194,213,curr
-80.48200663,-4.106779853,237,curr
-80.47190749,9.025032696,166,curr
-80.38717347,9.057927854,235,curr
-80.32561387,-4.038955756,392,curr
-80.26400866,-3.990009391,262,curr
-79.83738132,9.072311641,30,curr
-79.64496753,0.114899147,146,curr
-79.588377,0.325105353,123,curr
-79.58704674,0.282906482,127,curr
-79.42559501,0.87154261,137,curr
-79.38691744,9.173774699,385,curr
-79.26929668,-0.129128042,360,curr
-79.19386456,0.322020389,199,curr
-79.18004747,0.221339567,280,curr
-79.13214154,0.159865191,379,curr
-79.10531825,-6.110806956,1003,curr
-79.09170148,9.383167657,90,curr
-79.05580065,0.154928886,535,curr
-79.01671948,-6.010046463,1151,curr
-79.00235271,0.401484325,528,curr
-78.98463575,0.392484588,655,curr
-78.95895142,0.760778467,76,curr
-78.87818213,0.626326073,530,curr
-78.83637542,-5.612796028,1006,curr
-78.8170401,9.331892185,368,curr
-78.7772414,1.154154952,44,curr
-78.69808943,-3.604164851,1103,curr
-78.69805846,-4.046273107,1140,curr
-78.65457074,9.072729298,75,curr
-78.61856854,9.293163091,565,curr
-78.52922618,0.477291803,2347,curr
-78.51948302,-4.291483256,789,curr
-78.48063485,-5.81512197,859,curr
-78.46400236,-5.395969142,558,curr
-78.43955937,-4.61364341,633,curr
-78.41440789,8.721720609,81,curr
-78.37699779,8.40883106,24,curr
-78.35672815,-2.880469362,1023,curr
-78.30441342,-5.667473566,1646,curr
-78.29362123,-3.777186574,659,curr
-78.20043451,8.836995027,115,curr
-78.1864765,-1.751924739,1782,curr
-78.17946776,-4.256070208,801,curr
-78.16775825,-4.048321724,1048,curr
-78.11393776,-2.159222754,1311,curr
-78.09395874,-3.177980473,1849,curr
-78.09309947,-3.169888723,1582,curr
-78.09194547,-1.511549172,1222,curr
-78.08604957,-3.319262192,1653,curr
-78.02947169,-3.962898613,1185,curr
-77.9804977,-1.614580226,831,curr
-77.93562672,-3.515331861,302,curr
-77.90395908,-5.075595436,917,curr
-77.88692369,8.603191384,45,curr
-77.86544154,-5.341044888,1161,curr
-77.86449564,-3.157249289,234,curr
-77.81856035,-0.834253163,834,curr
-77.8138674,-1.569689007,553,curr
-77.79209996,8.266844505,22,curr
-77.77420438,8.34528643,17,curr
-77.7407576,-5.340689753,1133,curr
-77.72181205,-3.801281411,204,curr
-77.71923099,-2.302480594,536,curr
-77.70873153,-4.990527369,1155,curr
-77.69682081,8.150230233,12,curr
-77.6738568,-3.841265259,213,curr
-77.66635084,-0.353611402,2371,curr
-77.63194649,8.257098016,31,curr
-77.59456108,-4.642880974,184,curr
-77.5868588,-6.695048593,2148,curr
-77.5826013,7.566249362,423,curr
-77.52868895,-4.769840257,174,curr
-77.48224657,-6.642335302,1798,curr
-77.48123771,-0.989206788,336,curr
-77.48015349,-1.614826876,549,curr
-77.47200069,-0.314178242,1595,curr
-77.45419989,-4.285372215,259,curr
-77.44654503,-5.052054434,545,curr
-77.44410315,-0.282502768,1415,curr
-77.40759147,-2.896553549,236,curr
-77.4031863,-1.279399572,354,curr
-77.39579782,6.698451666,261,curr
-77.39295736,-1.897104846,477,curr
-77.39035611,3.213666215,9,curr
-77.38551751,-3.314699929,214,curr
-77.38102452,-0.572287951,744,curr
-77.36641623,8.479477559,238,curr
-77.35822982,-1.580528746,455,curr
-77.35681936,-1.194187347,411,curr
-77.35219707,-5.721334374,849,curr
-77.31236039,-1.140688477,374,curr
-77.30837344,7.122728016,41,curr
-77.30800167,-2.131779818,358,curr
-77.27624284,0.201537064,564,curr
-77.26563206,-0.271362097,304,curr
-77.23096772,-7.29841024,1533,curr
-77.22938872,-6.623851906,1170,curr
-77.21572794,3.496622243,29,curr
-77.21568465,-6.936178517,1244,curr
-77.21372033,-1.048351452,368,curr
-77.18785481,5.940350674,241,curr
-77.18293627,-0.973172162,377,curr
-77.17549446,5.749439591,179,curr
-77.17138771,-2.301563837,299,curr
-77.16533816,-6.744298975,1131,curr
-77.163408,6.064198621,313,curr
-77.14414769,-7.102982828,731,curr
-77.13703157,-5.328145706,867,curr
-77.12865557,6.026619469,594,curr
-77.11364026,3.46687909,85,curr
-77.09642594,4.694136436,37,curr
-77.07514361,0.150240762,362,curr
-77.06217455,-2.432911794,296,curr
-77.05921507,-3.050853139,240,curr
-77.05486211,-4.526467417,152,curr
-77.01287474,5.715830685,36,curr
-77.01213389,-6.50352514,1184,curr
-77.00157897,3.667440348,98,curr
-76.97577861,4.524530666,37,curr
-76.97462157,-5.123506523,156,curr
-76.97301876,4.958170581,48,curr
-76.92350448,-5.66689164,1140,curr
-76.91856922,7.301422149,30,curr
-76.87679149,-2.550540755,275,curr
-76.86939947,-4.658346639,136,curr
-76.86738755,-7.206454664,389,curr
-76.8603775,5.45266882,112,curr
-76.85517565,-0.189588894,287,curr
-76.84405474,-6.904708791,634,curr
-76.84283442,5.136580217,73,curr
-76.83833337,-3.116774841,233,curr
-76.79242298,-2.158672965,306,curr
-76.78849503,-2.255969515,278,curr
-76.78673162,-2.030945558,372,curr
-76.7509446,-5.579871545,592,curr
-76.75056973,6.509812504,34,curr
-76.74962674,-4.774268215,165,curr
-76.74296195,-6.403906739,902,curr
-76.73846966,-1.691712238,275,curr
-76.73685668,-3.736269942,190,curr
-76.73067007,-0.643815933,278,curr
-76.72217429,0.521192229,316,curr
-76.70804304,-7.403231951,449,curr
-76.70503241,7.972422348,5,curr
-76.64003097,7.747602824,74,curr
-76.63780276,-0.88408458,285,curr
-76.63140065,4.255727104,355,curr
-76.59923557,-4.808487712,158,curr
-76.58526334,-7.717991832,967,curr
-76.57551129,4.193984014,1059,curr
-76.56948342,-3.448100248,200,curr
-76.56919109,-8.565381752,1653,curr
-76.56249982,-7.399954277,352,curr
-76.5575946,5.585717516,90,curr
-76.55042268,-3.573950633,192,curr
-76.54636359,-1.274061206,224,curr
-76.54480834,6.846827722,746,curr
-76.52936408,-7.516773869,441,curr
-76.52618656,7.987410544,643,curr
-76.52198373,-2.559207508,303,curr
-76.50165915,-5.18215808,187,curr
-76.4856124,4.556914221,765,curr
-76.48267496,5.16611039,110,curr
-76.45848094,-6.567812749,645,curr
-76.42378447,5.509425429,126,curr
-76.41809534,-5.580877542,212,curr
-76.4111695,-2.149198424,215,curr
-76.38554089,-7.636768123,907,curr
-76.37409366,4.667340156,917,curr
-76.36414087,-6.315847784,548,curr
-76.34016643,-2.30132179,239,curr
-76.33412265,-6.396401338,953,curr
-76.32398254,-4.431969796,154,curr
-76.31669753,-1.300548745,213,curr
-76.30136694,-3.53076961,191,curr
-76.29426189,-2.189530009,211,curr
-76.27308062,5.513640067,513,curr
-76.25473492,5.581012158,835,curr
-76.2402149,7.996033158,148,curr
-76.20306985,-7.753929284,893,curr
-76.16740875,-4.957952079,133,curr
-76.16286163,-4.341404898,156,curr
-76.14877974,-6.615828481,239,curr
-76.14812436,-4.313690608,157,curr
-76.12629052,-8.304653651,1389,curr
-76.04971302,-6.914101059,1058,curr
-76.02472729,-6.28619989,155,curr
-76.01310835,-5.013057399,135,curr
-76.01296186,0.563831068,254,curr
-76.00116996,-7.062398316,721,curr
-76.00020187,-5.35557424,131,curr
-75.97482737,-5.817933091,179,curr
-75.97169642,1.335478469,397,curr
-75.95418301,-8.681439824,1414,curr
-75.95100769,-5.946940348,155,curr
-75.94769088,-0.538017025,223,curr
-75.93836223,-6.47999012,253,curr
-75.93467555,-4.43573594,142,curr
-75.92917708,7.748698136,127,curr
-75.91686105,7.569395251,194,curr
-75.90083643,-5.953578527,174,curr
-75.90074775,-5.209111368,123,curr
-75.89978678,-5.831976234,177,curr
-75.88785397,-2.7587389,224,curr
-75.85213913,-0.227813347,240,curr
-75.84850701,-9.284767687,809,curr
-75.84627338,8.048466907,173,curr
-75.84103753,-1.374518674,204,curr
-75.8348261,0.671955339,251,curr
-75.80801578,-4.786862575,131,curr
-75.80448263,-1.359867748,207,curr
-75.7964419,7.409986878,1426,curr
-75.78410003,8.788920511,11,curr
-75.76591168,7.585307422,1761,curr
-75.74879582,-2.47833356,168,curr
-75.69821172,-8.55623314,920,curr
-75.68119672,-6.446121969,172,curr
-75.63580805,-1.071360983,205,curr
-75.62851419,-5.180339352,129,curr
-75.61819813,8.854440626,12,curr
-75.60265484,-6.345897443,178,curr
-75.60054687,-9.070367819,367,curr
-75.56281219,7.030998301,2261,curr
-75.55860653,-3.099566005,219,curr
-75.5582251,8.515029068,106,curr
-75.54885272,1.846612499,1417,curr
-75.54783009,-2.640603938,168,curr
-75.54522331,-0.755484108,203,curr
-75.54513922,1.080121062,214,curr
-75.53880367,-6.339557366,214,curr
-75.53264029,-3.214713775,194,curr
-75.5239883,-5.488589143,216,curr
-75.49403748,-11.06598137,2616,curr
-75.48922705,-8.380461213,269,curr
-75.47468389,8.447449025,78,curr
-75.42056153,-8.804981403,299,curr
-75.3728557,-4.247340904,135,curr
-75.3631423,-7.100939752,192,curr
-75.34580213,-3.091885005,175,curr
-75.32165934,-9.496373593,283,curr
-75.32065698,-10.01186636,325,curr
-75.30892759,-6.335304999,136,curr
-75.30155441,-2.42007485,180,curr
-75.29959022,-6.344654761,132,curr
-75.29849279,-4.413997908,121,curr
-75.28878224,-3.637299122,156,curr
-75.28731093,0.935615377,195,curr
-75.26635935,0.755446154,201,curr
-75.23095036,-6.608292551,149,curr
-75.2240878,-2.706340182,218,curr
-75.22173667,7.924102405,71,curr
-75.20979634,-7.935927093,199,curr
-75.18967352,-5.257868668,120,curr
-75.15767747,-6.96366304,119,curr
-75.15570095,8.345103344,21,curr
-75.14802259,-3.812493162,145,curr
-75.13993778,2.32242184,1489,curr
-75.13831646,-0.557111258,219,curr
-75.12958619,-4.911165738,109,curr
-75.11240956,-8.188894617,223,curr
-75.09427182,-10.61011813,1198,curr
-75.09256119,-3.073320889,167,curr
-75.09128034,-6.281792847,131,curr
-75.09082851,-5.158162518,108,curr
-75.08654649,-4.070615025,137,curr
-75.07830435,-7.156662358,168,curr
-75.07195157,-2.097154056,184,curr
-75.0552265,-10.00254363,259,curr
-75.05497395,-5.25110858,124,curr
-75.05473208,8.532128924,19,curr
-75.044333,-11.03976668,1299,curr
-75.03849131,6.931269951,1521,curr
-75.03562045,-1.72943751,186,curr
-75.02868929,-2.350699621,192,curr
-75.01920836,-1.149588368,189,curr
-75.01886488,10.04535563,179,curr
-75.01223073,8.320998375,20,curr
-75.00813748,0.490326074,203,curr
-74.99619116,-4.749495076,121,curr
-74.99544178,9.371988567,118,curr
-74.98930495,8.05574959,54,curr
-74.98876015,-11.22564936,2730,curr
-74.98608115,8.622086317,16,curr
-74.96765499,0.813275997,275,curr
-74.94968584,7.554018743,106,curr
-74.94828345,1.159056548,270,curr
-74.92452018,-0.929369321,227,curr
-74.91976849,-1.917700949,178,curr
-74.89511688,-9.107072277,241,curr
-74.86460048,-5.102192407,124,curr
-74.85287043,-1.35479948,201,curr
-74.85127137,-9.238559614,252,curr
-74.8478804,-5.821268906,120,curr
-74.82908328,-3.155245089,162,curr
-74.81962311,-7.75038384,158,curr
-74.81412023,-2.710235913,199,curr
-74.80542007,1.237454315,214,curr
-74.79797384,-2.067449573,151,curr
-74.79586125,-5.181960653,125,curr
-74.79524889,-4.901772045,115,curr
-74.79284101,7.070147181,584,curr
-74.78706144,7.201284601,489,curr
-74.78223903,10.25089636,34,curr
-74.76898004,-6.365148371,137,curr
-74.74679469,-3.118430832,172,curr
-74.74425878,-11.33119116,1190,curr
-74.74198059,-6.296586021,134,curr
-74.71997652,8.431266811,23,curr
-74.71644973,0.147735682,186,curr
-74.71384184,-2.11379022,150,curr
-74.70713478,-6.195401896,129,curr
-74.70216471,1.865492123,263,curr
-74.70132341,1.196220124,239,curr
-74.69930479,6.41806785,674,curr
-74.69351176,7.888825395,350,curr
-74.68698325,7.818093677,142,curr
